paper_id,title,decision,gt_binary,avg_score,scores,venue,pdf_url
aY6RcnTH4v,"ReefNet: A Large-Scale, Taxonomically Enriched Dataset and Benchmark for Hard Coral Classification",Reject,Reject,2.50,2 0 4 4,Submitted to ICLR 2026,/pdf/7bb7376de7f59c276f90b3bbca1c7bf86bcf4080.pdf
aXP6VobXVv,Resource Consumption Red-Teaming for Large Vision-Language Models,Reject,Reject,4.50,6 6 2 4,Submitted to ICLR 2026,/pdf/0845c924a259d057eaa4cef15e0acbb83ae1df03.pdf
aX3E6LirK5,pFedMMA: Personalized Federated Fine-Tuning with Multi-Modal Adapter for Vision-Language Models,Accept (Poster),Accept,4.50,4 4 4 6,ICLR 2026 Poster,/pdf/fd73f6e28bb5331f76d295f177d1c36dd6133ab7.pdf
aWypD2TAaC,Towards the Generation of  Structured Scientific Vector Graphics with Large Language Models,Reject,Reject,4.50,4 8 4 2,Submitted to ICLR 2026,/pdf/8250ddf3e46afc2525592daf6d34a9dcb29818e9.pdf
aWt2SkfVhq,Active Attacks: Red-teaming LLMs via Adaptive Environments,Reject,Reject,4.67,6 4 4,Submitted to ICLR 2026,/pdf/374935162451f266dc70f8f361c9598402f16034.pdf
aWiC2e2wjK,GRIPedge: Heterophily-aware graph learning via attentional feature-spectral neighbour propagation in dense graphs,Reject,Reject,2.50,2 4 2 2,Submitted to ICLR 2026,/pdf/dfc66d999d20b0c9c2e83ddf26d78c901d1c5084.pdf
aWF6wVsGYS,Efficient Embedding-Generation Serving with Heterogeneous Batching,Reject,Reject,4.00,6 4 2 4,Submitted to ICLR 2026,/pdf/35de1d1b916c87f34b9432363ed6d5859ff98341.pdf
aVeaNahsID,Zephyrus: An Agentic Framework for Weather Science,Accept (Poster),Accept,7.00,8 6 8 6,ICLR 2026 Poster,/pdf/56b9a96e1e1a74609e8a7f4954175ad638e99b7c.pdf
aVa7etWnwF,GOT-Edit: Geometry-Aware Generic Object Tracking via Online Model Editing,Accept (Poster),Accept,5.20,2 6 4 8 6,ICLR 2026 Poster,/pdf/a3c496fa2adae23cab76c487268017e8c1a32fe2.pdf
aVXXZAp41g,The Ensemble Inverse Problem: Applications and Methods,Reject,Reject,3.50,2 4 2 6,Submitted to ICLR 2026,/pdf/7efc21d8ad2fc1796d9ea8a75ce49b47e338d44b.pdf
aVQZ4Dq9Xd,SimKO: Simple Pass@K Policy Optimization,Reject,Reject,4.50,4 4 4 6,Submitted to ICLR 2026,/pdf/9eadcc49096bdd462a53d5f649070d77d0119e92.pdf
aUsx1G6RVQ,FLOYDNET: A LEARNING PARADIGM FOR GLOBAL RELATIONAL REASONING,Reject,Reject,6.00,6 6 4 8,Submitted to ICLR 2026,/pdf/7eaa6e983746beb3c883922e97511ebc4195b17a.pdf
aUnheo6zFD,SmellNet: A Large-scale Dataset for Real-world Smell Recognition,Accept (Poster),Accept,5.00,4 8 2 6,ICLR 2026 Poster,/pdf/1b38519bdbbe23c29051b2f7cf70f3d5837e9128.pdf
aUlHK31TAz,On Coreset for LASSO Regression Problem with Sensitivity Sampling,Accept (Poster),Accept,6.00,8 4 6,ICLR 2026 Poster,/pdf/6fdd8d26e1d7fdb61790a5406859b092f68f3e85.pdf
aUAMKEFwdo,On the Decomposition of Differentiable Games,Reject,Reject,4.00,2 8 4 2,Submitted to ICLR 2026,/pdf/fa909d55c5d539c4b60b0acc40495d612d5e8faf.pdf
aTyV6Omm6m,AR Models can be Faster and More Accurate Parallel Decoders than Diffusion LLMs,Reject,Reject,2.50,2 0 4 4,Submitted to ICLR 2026,/pdf/a12af4e37cd8b1fd858b60b6b2d5b0cb518ad664.pdf
aTxnsFFO7t,Privacy-Protected Causal Survival Analysis Under Distribution Shift,Accept (Poster),Accept,5.33,4 6 6,ICLR 2026 Poster,/pdf/3e063852a6ee4c55f3525207d17ead13819a6687.pdf
aTVollXaaI,SPRINT: Sparse-Dense Residual Fusion for Efficient Diffusion Transformers,Accept (Poster),Accept,5.50,8 6 2 6,ICLR 2026 Poster,/pdf/c433da94e74aa8959ac80172c7d4a37b77863b95.pdf
aTP1IM6alo,VoMP: Predicting Volumetric Mechanical Property Fields,Accept (Poster),Accept,7.00,6 8 6 8,ICLR 2026 Poster,/pdf/9273096a6fbcdfcf9d125548191db2c5e7f664a3.pdf
aTCXvJKnkE,Towards Strategic Persuasion with Language Models,Accept (Poster),Accept,6.00,6 4 8 6,ICLR 2026 Poster,/pdf/a03399262b54fa714c3c74ffe1e3dbaee2045dd2.pdf
aT4LG8c6DE,VLA-IN-THE-LOOP: ONLINE POLICY CORRECTION WITH WORLD MODELS FOR ROBUST ROBOTIC GRASPING,Reject,Reject,5.00,4 6 4 6,Submitted to ICLR 2026,/pdf/cd55539fc4ee29024d691adaaf83a3e382704933.pdf
aSr8eoe2vz,CATArena:  Evaluation of LLM Agents Through Iterative Tournament Competitions,Reject,Reject,4.67,4 4 6,Submitted to ICLR 2026,/pdf/416ba56cf566bf3268242f10953992ce228afa5b.pdf
aSKrSpVrCu,PCDVQ: Enhancing Vector Quantization for Large Language Models via Polar Coordinate Decoupling,Accept (Poster),Reject,5.00,4 4 4 6 6 6,ICLR 2026 Conference Withdrawn Submission,/pdf/e0d3be6edd72fca98f8be21a12a4879d387e2407.pdf
aSCtAZEcRa,SCAD: Super-Class-Aware Debiasing for Long-Tailed Semi-Supervised Learning,Accept (Poster),Accept,4.50,4 6 4 4,ICLR 2026 Poster,/pdf/0f75030dd7c2d48205f611532c1021811e9a3e03.pdf
aS7EVadvZD,INDUCED COVARIANCE FOR CAUSAL DISCOVERY IN LINEAR SPARSE STRUCTURES,Reject,Reject,3.00,2 4 2 4,Submitted to ICLR 2026,/pdf/00503add87793147d536cc2ec177cd0ea40fce8c.pdf
aS2o4Gn4CR,Bridging Discrete and Continuous RL: Stable Deterministic Policy Gradient with Martingale Characterization,Reject,Reject,4.50,2 4 6 6,Submitted to ICLR 2026,/pdf/09938381c9e9e776e509ef9c4a79ed1bfb4b9ec4.pdf
aRzEtK9Ite,Stop Unnecessary Reflection: Training LRMs for Efficient Reasoning with Adaptive Reflection and Length Coordinated Penalty,Accept (Poster),Accept,5.50,6 4 6 6,ICLR 2026 Poster,/pdf/f82eb4a8925a000902b1458754a92ae645722b1c.pdf
aR7jXICvcL,SA-PEF: Step-Ahead Partial Error Feedback for Efficient Federated Learning,Reject,Reject,5.50,6 6 6 4,Submitted to ICLR 2026,/pdf/4bff0038ddf5f23c8e8c1556a0f61ec4f208c721.pdf
aR6QpqqIo9,T2I-ConBench: Text-to-Image Benchmark for Continual Post-training,Reject,Reject,5.50,6 6 4 6,Submitted to ICLR 2026,/pdf/8060d7f2cfcee781bb2bb072dd495469d449b073.pdf
aR43t8OEeW,PhysLLM: Harnessing Large Language Models for Cross-Modal Remote Physiological Sensing,Accept (Poster),Accept,5.00,4 6 4 6,ICLR 2026 Poster,/pdf/c1a834c7e1e9e43d0afe24f4e5dd2b5b1a34ed1e.pdf
aQia5HdgBY,Remember Before You Explore: Persistent Shared Memory for Zero-Shot Object Navigation,Reject,Reject,4.50,4 6 4 4,ICLR 2026 Conference Withdrawn Submission,/pdf/35cb1bcf87c702272ac2d8bad295f02c4a375ff5.pdf
aQZIpELFwp,Are Reasoning LLMs Robust to Interventions on their Chain-of-Thought?,Accept (Poster),Accept,4.50,6 4 6 2,ICLR 2026 Poster,/pdf/6c0ebba1a51336cdbe396aae0cc21badbdf16dad.pdf
aQWSEjcN9V,Endowing GPT-4 with a Humanoid Body: Building the Bridge Between Off-the-Shelf VLMs and the Physical World,Accept (Poster),Accept,5.50,4 6 6 6,ICLR 2026 Poster,/pdf/3ddff2b60befe77f4adbaa819828358c8d60081b.pdf
aQWBhK5izU,Credal Graph Neural Networks for Robust Uncertainty Quantification,Reject,Reject,4.50,2 8 4 4,Submitted to ICLR 2026,/pdf/c7500a78fac4e0ba66d817fe4c5547dc161bfd48.pdf
aQP5gMb0sc,Reasoning over Boundaries: Enhancing Specification Alignment via Test-time Delibration,Reject,Reject,5.00,4 6 6 4,Submitted to ICLR 2026,/pdf/89d13bdb8ac23c64840244beea54b00596ca3901.pdf
aQKVfKOkR5,Exploring Synthesizable Chemical Space with Iterative Pathway Refinements,Accept (Oral),Accept,5.50,8 6 4 4,ICLR 2026 Oral,/pdf/27b2c89654985fd18d8dd10200b467a46af70065.pdf
aPyFj7sL6F,Prompt Optimization Across Multiple Agents for Representing Diverse Human Populations,Reject,Reject,4.00,6 2 4,Submitted to ICLR 2026,/pdf/05c9830ba794156922c3ec58146cd3839d9ffa5f.pdf
aPeeUApKtW,SWE-eval: Trajectory-Enhanced Evaluation for Agentic Issue Resolution,Reject,Reject,4.00,2 4 6 4,Submitted to ICLR 2026,/pdf/718d11ac06d7a23ec0e5d83c04712da246fa0434.pdf
aPOk0OjChf,Code Researcher: Deep Research Agent for Large Systems Code and Commit History,Reject,Reject,5.00,6 4 6 4,Submitted to ICLR 2026,/pdf/ce0f7648513cd1cb973e1cba3b0c83b333479afd.pdf
aOng4za6Eu,RILe: Reinforced Imitation Learning,Reject,Reject,4.00,4 4 6 2,Submitted to ICLR 2026,/pdf/60bfa2464a2cedf164ea723c1e48cd601fe6980c.pdf
aOjy0qREsu,Norm$\times$Direction: Restoring the Missing Query Norm in Vision Linear Attention,Reject,Reject,4.67,8 4 2,ICLR 2026 Conference Withdrawn Submission,/pdf/3c1766ae040a1d1e7cd1ca1a36a71cda72734151.pdf
aNVKROYpLB,KV Cache Transform Coding for Compact Storage in LLM Inference,Accept (Poster),Accept,5.50,4 6 6 6,ICLR 2026 Poster,/pdf/1cef9774f0f0cf7bb9e4b167882e3ad3ef8cde16.pdf
aNUVttHlU8,A Lightweight Heuristic for Detecting Unfair Tests in Software Engineering Benchmarks,Reject,Reject,2.00,2 0 4,Submitted to ICLR 2026,/pdf/934f5cd57b6bbcd5c26841bb33757055a839bd62.pdf
aN1s7Aeeqz,RPP: A Certified Poisoned-Sample Detection Framework for Backdoor Attacks under Dataset Imbalance,Reject,Reject,4.50,2 6 6 4,Submitted to ICLR 2026,/pdf/911fbc52731fff82f5d311d43fe0e8cd2b8b70cc.pdf
aMs6FtNaY5,TTT3R: 3D Reconstruction as Test-Time Training,Accept (Poster),Accept,6.00,6 6 6 6,ICLR 2026 Poster,/pdf/bd4b1b563a51fc004a598036128f26b9e587d328.pdf
aMciux4VKg,AEGIS: Authentic Edge Growth In Sparsity for Link Prediction in Edge-Sparse Bipartite Knowledge Graphs,Reject,Reject,2.50,2 2 4 2,Submitted to ICLR 2026,/pdf/fa897b1f65aa75d98b708988fca848042a457a25.pdf
aMKFTidLSM,Dual Goal Representations,Accept (Poster),Accept,5.50,4 4 6 8,ICLR 2026 Poster,/pdf/90d1ab1fe8840de6026cdea9a80cec3259cd99a1.pdf
aMIkbx81Em,A Neurosymbolic Approach to Natural Language Formalization and Verification,Reject,Reject,3.20,6 2 2 2 4,Submitted to ICLR 2026,/pdf/e7e1e66671c6dc80f31081af65429f38bfb519af.pdf
aLt5FJvJCZ,A Bi-metric Framework for Efficient Nearest Neighbor Search,Reject,Reject,5.20,2 4 4 8 8,Submitted to ICLR 2026,/pdf/7c03a770548438767ca86799c5d2e2307bfe53b2.pdf
aLWbfmwMv0,Clarification as Supervision: Reinforcement Learning for Vision-Language Interfaces,Reject,Reject,4.00,4 6 2 4,Submitted to ICLR 2026,/pdf/faab29b3764fde2474d500a9404033162968c567.pdf
aLVKCEA7Lk,"Linear Causal Representation Learning by Topological Ordering, Pruning, and Disentanglement",Reject,Reject,5.33,6 4 6,Submitted to ICLR 2026,/pdf/add7ae253fa66376cc462394306a8b4567dde4aa.pdf
aL1Wnml9Ef,Speculative Speculative Decoding,Accept (Poster),Accept,5.00,6 6 6 2,ICLR 2026 Poster,/pdf/80294c0aa058fb1c340ddbfc36e9d8fa1ab89d5a.pdf
aKCYSL14HX,DiskHIVF: Disk-Resident Hierarchical Inverted File Index For Billion-scale Approximate Nearest Neighbor Search,Reject,Reject,2.00,2 2 2 2,Submitted to ICLR 2026,/pdf/ddb4142dabf0ab76f10db892939d03387e02728b.pdf
aK9JneKTL8,Reverse-Engineered Reasoning for Open-Ended Generation,Accept (Poster),Accept,6.00,4 6 8,ICLR 2026 Poster,/pdf/86da6c57e0fb2db6078d8c268c14b6f86e210a79.pdf
aK4ZEIy2I7,Training Feature Attribution for Vision Models,Reject,Reject,3.50,2 2 4 6,Submitted to ICLR 2026,/pdf/ed54fcd6b68540769e7d520702e57cdbf15a5e26.pdf
aJvM8VUVuV,LIFT: Enhancing Long-Context Reasoning in Large Language Models via Long Input Fine-Tuning,Reject,Reject,2.50,2 4 2 2,Submitted to ICLR 2026,/pdf/cb661a19f42650425fa6582c536366f0bb613a53.pdf
aJmXct3igl,Type-Compliant Adaptation Cascades,Accept (Poster),Accept,6.00,6 6 6 6,ICLR 2026 Poster,/pdf/ec41353040c103ba2e3dafb65b1d32d9a21b02f4.pdf
aJd636PxP1,PAC-Bayesian Reinforcement Learning Trains Generalizable Policies,Reject,Reject,4.67,2 6 6,Submitted to ICLR 2026,/pdf/133a15d14b27d2fa586a6f88e8bbfc40320b597b.pdf
aJRZzDiGe5,"Finding the Broad Gini in the Bottle: Optimizing Equity, Efficiency, and Resilience in Grid Restoration",Reject,Reject,3.33,6 0 4,Submitted to ICLR 2026,/pdf/1435e4de668020283c88b91e78ef5243438fd193.pdf
aJLntNAlKS,Towards a more Holistic Evaluation of Object-Centric Learning,Reject,Reject,5.00,4 4 6 6,Submitted to ICLR 2026,/pdf/51b6ea12ec49e6695cdd5b6f3fffcd078feeaf16.pdf
aJJppqAm6r,True Self-Supervised Novel View Synthesis is Transferable,Accept (Oral),Accept,6.00,4 6 8 6,ICLR 2026 Oral,/pdf/b2589406a3406da1493022b468a7302f18360bba.pdf
aIw0JzcvUN,UniPrompt-CL: Sustainable Continual Learning in Medical AI with Unified Prompt Pools,Reject,Reject,3.50,2 2 4 6,Submitted to ICLR 2026,/pdf/69e0436b876ec48eeca1025b3e3b800010a33137.pdf
aIhn4GhTBW,Differential Fine-Tuning Large Language Models Towards Better Diverse Reasoning Abilities,Accept (Poster),Accept,5.00,4 4 6 6,ICLR 2026 Poster,/pdf/319df9ed17f94ed5b043efc59c533a40b76ca9e5.pdf
aIULmVHnl8,FaithShield: Defending Vision–Language Models Against Explanation Manipulation via X-Shift Attacks,Reject,Reject,4.00,2 6 2 6,ICLR 2026 Conference Withdrawn Submission,/pdf/58a9b5f324bd35aedf87297c3f418f7c44abe1b9.pdf
aITKXFeivk,Refining Hybrid Genetic Search for CVRP via Reinforcement Learning-Finetuned LLM,Accept (Poster),Accept,6.00,6 8 6 4,ICLR 2026 Poster,/pdf/8873026de06f8430c22df86288450727bc0d7f63.pdf
aIJygeZHHn,Prototype-based Regularization Learning For Text-Video Retrieval,Reject,Reject,4.50,6 4 4 4,Submitted to ICLR 2026,/pdf/c4658bf835e4f632eb7e6c6307472056f8056e1d.pdf
aID0dZmMmM,e3: Learning to Explore Enables Extrapolation of Test-Time Compute for LLMs,Accept (Poster),Accept,6.00,6 4 8 6,ICLR 2026 Poster,/pdf/7e25892c8920368557c0db51941ff9c1d69754fc.pdf
aIBFTh2ThF,Robust Fine-Tuning from Non-Robust Pretrained Models: Mitigating Suboptimal Transfer With Epsilon-Scheduling,Accept (Poster),Accept,4.67,4 6 4,ICLR 2026 Poster,/pdf/eee620f0d94b5fba4845e037a16a87768ef098ab.pdf
aIAU5vkRXJ,"SAD-Flower: Flow Matching for Safe, Admissible, and Dynamically Consistent Planning",Reject,Reject,4.50,6 4 4 4,Submitted to ICLR 2026,/pdf/66b0147955d4ab8f055391fbd019c9804ac49b87.pdf
aHgG9Mps6A,Double Descent Revisited: When Noise Amplifies and Optimizers Decide,Reject,Reject,3.50,4 2 6 2,Submitted to ICLR 2026,/pdf/a1cb9434dbe12307ef243a15c1e27123a80dc0d5.pdf
aHeerhmjR8,Revisiting the Past: Data Unlearning with Model State History,Accept (Poster),Accept,5.00,8 4 4 4,ICLR 2026 Poster,/pdf/3d68b74a1fb2781e8ed532a8e15c68d1f2a71f7b.pdf
aHFqIC86Ya,CortiLife: A Unified Framework for Cortical Representation Learning across the Lifespan,Accept (Poster),Accept,5.33,4 6 6,ICLR 2026 Poster,/pdf/b60f084ef92e557a2430f37b782b4a84696c5359.pdf
aHAvupzNAH,Distributional Inverse Reinforcement Learning,Reject,Reject,5.00,6 6 4 4,Submitted to ICLR 2026,/pdf/34ea306e72c164a97f541db3ed3ef4751db319b1.pdf
aHA6Gbwwan,LLM knowledge is brittle: truthfulness representations rely on superficial resemblance,Reject,Reject,3.33,4 4 2,Submitted to ICLR 2026,/pdf/5d951038e3668d8819bf846c036fff105f67b35e.pdf
aH7eyx64pC,OCR-Reasoning Benchmark: Unveiling the True Capabilities of MLLMs in Complex Text-Rich Image Reasoning,Accept (Poster),Accept,6.50,4 6 8 8,ICLR 2026 Poster,/pdf/30c34312b16f7634576b516f2a41c0801d309392.pdf
aH0uUjSmbd,Recurrent Off-Policy Deep Reinforcement Learning Doesn’t Have to be Slow,Reject,Reject,4.80,6 6 2 4 6,Submitted to ICLR 2026,/pdf/3d9cb7693570b056b61be0ef55e637bbf0bd76ce.pdf
aGu4XzefBh,D-CORE: Incentivizing Task Decomposition in Large Reasoning Models for Complex Tool Use,Reject,Reject,5.33,4 8 4,Submitted to ICLR 2026,/pdf/696b15cb2413ee501edc111a45fd6206ae4187c2.pdf
aGpSK6QH3w,SPIDER: Multi-Layer Semantic Token Pruning and Adaptive Sub-Layer Skipping in Multimodal Large Language Models,Reject,Reject,5.50,6 6 6 4,Submitted to ICLR 2026,/pdf/b9ee4251743b0baf8705918c5b959d8db0daa01c.pdf
aFukqpdsVJ,Inflation-Troj: Inflating LLM Operating Costs through Stealthy Backdoor Injection,Reject,Reject,3.00,2 2 6 2,Submitted to ICLR 2026,/pdf/a115c1d2976f810f1abaf742839f1e0f85e9cef1.pdf
aFjSjkB6CV,EXPO: Stable Reinforcement Learning with Expressive Policies,Accept (Poster),Accept,6.50,6 4 8 8,ICLR 2026 Poster,/pdf/18c47dae51ae68e00bff7df75e7a9598d4f41d5e.pdf
aFJc2POtEQ,GPTOpt: Towards Efficient LLM-based Black-Box Optimization,Reject,Reject,2.50,2 2 2 4,Submitted to ICLR 2026,/pdf/6a6f369345eececd9626f2dd3fcf1515e4eac323.pdf
aEuqVZVCdr,Gumbel Distillation for Parallel Text Generation,Accept (Poster),Accept,5.00,4 8 4 4,ICLR 2026 Poster,/pdf/0c2d5df92fbe5eb33d24c08185f6918d172ac491.pdf
aEJBuRQSBg,"Softmax for Continuous Actions: Optimality, MCMC Sampling, and Actor-Free Control",Reject,Reject,2.50,2 2 4 2,Submitted to ICLR 2026,/pdf/bd3648a03e9c6b15d4008083addcae916ce0edf0.pdf
aECIKvAYcd,HiVid: LLM-Guided Video Saliency For Content-Aware VOD And Live Streaming,Accept (Poster),Accept,6.00,4 6 8,ICLR 2026 Poster,/pdf/66a5781dbab472cb9e2babf78622b9c39560d395.pdf
aE1VU6Ui4M,Learning Distributions over Permutations and Rankings with Factorized Representations,Accept (Poster),Accept,5.50,4 6 8 4,ICLR 2026 Poster,/pdf/fae6cc8c860fcc7c09a13c2f6b94ccd242989043.pdf
aDl0iEtlOT,Outcome-based Exploration for LLM Reasoning,Reject,Reject,3.50,8 2 2 2,Submitted to ICLR 2026,/pdf/a6cf46891a659ea8b695f598358c699a3e8f9271.pdf
aDJcWNmfce,Strictly Constrained Generative Modeling via Split Augmented Langevin Sampling,Accept (Poster),Accept,4.00,4 6 2 4,ICLR 2026 Poster,/pdf/bb2723a3b2814c591679a32c2d435a18d3ad6327.pdf
aCluco67rx,Parameter-wise Weighted Model Editing for Efficient and Retentive LLM Unlearning,Reject,Reject,4.00,6 4 4 2,Submitted to ICLR 2026,/pdf/6e24ab2ffb8a6c1c6350a0f00be723cc42c219aa.pdf
aCVfhY4Qen,PhyScensis: Physics-Augmented LLM Agents for Complex Physical Scene Arrangement,Accept (Poster),Accept,4.50,4 4 6 4,ICLR 2026 Poster,/pdf/a80ca2e2f82bcb6b1458663143e7981305c1250c.pdf
aC2ku2uKcB,On the Limits of Test-Time Compute: Sequential Reward Filtering for Better Inference,Reject,Reject,4.50,6 4 4 4,Submitted to ICLR 2026,/pdf/a2c657afc7e1e4f49a50770dab692bbe650f03bd.pdf
aBeIFDshvZ,Diffusion Alignment as Variational Expectation-Maximization,Accept (Poster),Accept,6.00,6 6 6 6,ICLR 2026 Poster,/pdf/718427253a1c45e351c4be63ccea1f9168ee11df.pdf
aBJjeqiJJb,Uncovering Neuronal Mechanisms of Intrinsic Self-Debiasing in Large Language Models via Contrastive Learning,Reject,Reject,3.50,4 2 4 4,Submitted to ICLR 2026,/pdf/50bbbf619a0f40c2524e1e5783b629ae5598a467.pdf
aB8wlnXj3V,Diversity Matters: Revisiting Test-Time Compute in Vision-Language Models,Reject,Reject,4.67,4 4 6,Submitted to ICLR 2026,/pdf/9653ad89564416839c0320133fb3012fdc2e43ab.pdf
aB2pQrPXXI,Learning Compact Vision Tokens for Large Multimodal Models,Reject,Reject,4.50,4 6 4 4,ICLR 2026 Conference Withdrawn Submission,/pdf/15d53cc73303f09837962b0eba9c2700a94eebd3.pdf
aAyONRMcdB,Search-on-Graph: Iterative Informed Navigation for Large Language Model Reasoning on Knowledge Graphs,Reject,Reject,3.50,4 2 4 4,Submitted to ICLR 2026,/pdf/eff2bba784711cd31edce2cc70b4829eeff5051d.pdf
aAshH4kQ1v,Path Channels and Plan Extension Kernels: a Mechanistic Description of Planning in a Sokoban RNN,Accept (Poster),Accept,6.00,6 4 6 8,ICLR 2026 Poster,/pdf/3aae800bff069384b41f3269afdbcf9a95448f2c.pdf
aAb26aqU1E,LearnIR: Learnable Posterior Sampling for Real-World Image Restoration,Accept (Poster),Accept,5.50,4 6 6 6,ICLR 2026 Poster,/pdf/6ba3994b4248da23a573dff996867cfb7a8367cd.pdf
aATVaBx01a,Self-Supervised Diffusion Model Sampling With Reinforcement Learning,Reject,Reject,2.50,0 2 2 6,Submitted to ICLR 2026,/pdf/f19b6576937378e3941834b943d6f2a2b4199d43.pdf
aAP5qqgzJh,Propaganda AI: An Analysis of Semantic Divergence in Large Language Models,Accept (Poster),Accept,5.33,4 4 8,ICLR 2026 Poster,/pdf/0e0c5dee96b5c5633c417f9970a4c718349c86b5.pdf
a9dngZLqGS,FROST: Filtering Reasoning Outliers with Attention for Efficient Reasoning,Accept (Poster),Accept,5.00,6 6 2 6,ICLR 2026 Poster,/pdf/632116626dbc2b7c00ba8dcb88de45a923c37d7b.pdf
a9bOgeqbdB,RAP: 3D Rasterization Augmented End-to-End Planning,Accept (Poster),Accept,6.67,6 8 6,ICLR 2026 Poster,/pdf/bad130fb45586f444d28a480340fce631bbb8d15.pdf
a8uipkMIZN,A Theoretical Framework for Escaping Local Optima in MSE toward Global Convergence,Reject,Reject,1.50,0 2 2 2,Submitted to ICLR 2026,/pdf/ba0c46179f16c18aa6c933a6f3653ab145a343ed.pdf
a8QTAl5Hnb,When Style Breaks Safety: Defending LLMs Against Superficial Style Alignment,Accept (Poster),Accept,5.00,6 2 6 6,ICLR 2026 Poster,/pdf/77ca7ab3305d29eb50801bee14a49a9c5fdfb4a8.pdf
a7TVXy8DqU,Car4Cast: A Dataset and Benchmark for LLM-Based Motion Forecasting and Spatial Reasoning in Autonomous Driving,Reject,Reject,4.50,6 2 4 6,Submitted to ICLR 2026,/pdf/9fb7fcd55987c6257fd5cc5db8ba9c9ca7aca50c.pdf
a7Qa4CcHak,"Terminal-Bench: Benchmarking Agents on Hard, Realistic Tasks in Command Line Interfaces",Accept (Poster),Accept,7.33,8 6 8,ICLR 2026 Poster,/pdf/417ac3236de7dbf3fc3414c51754dd239271663e.pdf
a6mORbW095,AI Agents with Human-Like Collaborative Tools: Adaptive Strategies for Enhanced Problem-Solving,Reject,Reject,1.50,0 2 2 2,Submitted to ICLR 2026,/pdf/6203e9c3e974fed5f7ac3bdc23d9b107214bd822.pdf
a6KlAQuSxD,Incentivizing Truthfulness in Fully Decentralized Learning with Guaranteed Accurate Convergence,Reject,Reject,4.00,2 4 4 6,Submitted to ICLR 2026,/pdf/c797cb05156a53895b8b17152b394c5f8f99713a.pdf
a6CVQpjbXq,Best-of-Majority: Minimax-Optimal Strategy for Pass@k Inference Scaling,Accept (Poster),Accept,4.80,6 6 6 2 4,ICLR 2026 Poster,/pdf/2f8d7ed57836e17cf0de14f48595705a21a7856a.pdf
a60YWVnVoo,Beyond Parallel Corpora: Unlocking Autonomous Machine Translation via Autocritical Reinforcement Learning,Reject,Reject,3.33,2 4 4,Submitted to ICLR 2026,/pdf/d1c1dc37a1320d9df66f60a98ba3ed0b9f3c3256.pdf
a5rZNSuRbp,Free-View Robot Manipulation: Visuomotor Policy by Calibration Diffusion,Reject,Reject,4.00,2 4 4 6,Submitted to ICLR 2026,/pdf/9537c22761697574c0d3c16357c16c8bfe27c263.pdf
a5lL1ygtkG,Divergence-Free Neural Networks with Application to Image Denoising,Accept (Poster),Accept,4.50,6 6 4 2,ICLR 2026 Poster,/pdf/d9c1ae6142524b7eaced15eff0848f85a69f8fb7.pdf
a5jzk1hv2Y,Automating the Refinement of Reinforcement Learning Specifications,Accept (Poster),Accept,5.50,6 8 4 4,ICLR 2026 Poster,/pdf/fe8a39192ed7044c3083e9f990e3601759525380.pdf
a5bFKVtTyF,Federated Learning of Quantile Inference under Local Differential Privacy,Accept (Poster),Accept,4.40,6 4 4 4 4,ICLR 2026 Poster,/pdf/caf5e0e82cc04a086d90a31d2039229ef5640a3b.pdf
a5aRjldX9l,Aligning Collaborative View Recovery and Tensorial Subspace Learning via Latent Representation for Incomplete Multi-View Clustering,Accept (Poster),Accept,6.50,6 8 6 6,ICLR 2026 Poster,/pdf/283e226f540cd94e13cd10ff84fa8e6496f99c9f.pdf
a4z7OlgSxC,Q-learning with Posterior Sampling,Accept (Poster),Accept,4.50,2 6 8 2,ICLR 2026 Poster,/pdf/2d0f40813c48b64422934c25d169cb6e0979ee35.pdf
a4sxpU37LJ,BUDDY: BUdget-Driven DYnamic Depth Routing for Adaptive Large Language Models Inference,Reject,Reject,3.50,4 4 2 4,Submitted to ICLR 2026,/pdf/5bdd979948fada865f3ca9971924cf0c92451f15.pdf
a4gigB3Ddu,Meta-Researcher: Empowering Planning and Reflection Mechanisms in Large Reasoning Models for Advanced Deep Research Abilities,Reject,Reject,3.00,4 4 2 2,Submitted to ICLR 2026,/pdf/9368c004d7999537967cd3567549101903f1bee5.pdf
a4e0zoaiD8,Temporal Graph Thumbnail: Robust Representation Learning with Global Evolutionary Skeleton,Accept (Poster),Accept,5.00,4 6 6 4,ICLR 2026 Poster,/pdf/f41da7890a996f0503baf5b82d8e64f5057d7f89.pdf
a4S1nQay3b,Uncover Underlying Correspondence for Robust Multi-view Clustering,Accept (Oral),Accept,7.00,8 6 6 8,ICLR 2026 Oral,/pdf/e2137f71d22045c0d56d6d62512fc64da95c5731.pdf
a4LbWVcCmt,Generalized Smoothness in Stochastic Convex Optimization: First- and Zero-Order Methods,Reject,Reject,3.00,2 6 2 2,Submitted to ICLR 2026,/pdf/d6e152ab77c2269949a2e67f37fa2b8131ba6344.pdf
a4Got6azjF,Automatic Stage Lighting Control: Is it a Rule-Driven Process or Generative Task?,Accept (Poster),Accept,7.33,8 8 6,ICLR 2026 Poster,/pdf/dcf44d84ac5b34c98b22ccaf70db41e13cab4b92.pdf
